Edges in the graph (u, v, w):
(861, 892, 12)
(861, 881, 6)
(862, 963, 32)
(862, 890, 32)
(862, 910, 22)
(863, 988, 47)
(864, 890, 2)
(864, 999, 44)
(864, 917, 2)
(864, 998, 30)
(865, 908, 31)
(865, 936, 6)
(865, 874, 25)
(866, 997, 29)
(866, 929, 8)
(867, 918, 6)
(867, 901, 25)
(867, 878, 47)
(868, 920, 15)
(869, 987, 43)
(869, 956, 27)
(869, 974, 22)
(870, 979, 38)
(871, 951, 40)
(871, 888, 22)
(872, 903, 28)
(872, 914, 23)
(872, 984, 3)
(873, 989, 10)
(873, 890, 2)
(874, 941, 21)
(874, 892, 22)
(874, 919, 48)
(874, 907, 24)
(874, 902, 4)
(875, 892, 20)
(875, 990, 30)
(876, 934, 24)
(876, 905, 21)
(878, 923, 43)
(879, 887, 36)
(879, 933, 38)
(879, 893, 33)
(879, 897, 29)
(880, 984, 42)
(880, 991, 26)
(881, 973, 33)
(882, 979, 15)
(882, 985, 16)
(882, 951, 37)
(883, 935, 39)
(883, 959, 49)
(883, 969, 19)
(883, 904, 3)
(883, 992, 44)
(883, 925, 13)
(884, 982, 25)
(885, 961, 45)
(885, 992, 5)
(886, 926, 18)
(886, 972, 28)
(887, 917, 12)
(887, 939, 45)
(887, 980, 46)
(888, 962, 40)
(889, 991, 39)
(889, 924, 28)
(890, 944, 27)
(891, 946, 26)
(892, 990, 5)
(892, 983, 43)
(892, 914, 2)
(892, 920, 1)
(893, 942, 14)
(894, 912, 45)
(894, 998, 37)
(894, 990, 32)
(894, 901, 32)
(894, 972, 1)
(894, 950, 34)
(895, 965, 5)
(895, 973, 14)
(896, 920, 28)
(897, 898, 4)
(897, 922, 17)
(899, 989, 31)
(899, 915, 7)
(899, 936, 44)
(899, 939, 13)
(899, 924, 32)
(900, 969, 21)
(901, 978, 15)
(903, 990, 5)
(903, 977, 47)
(904, 948, 1)
(905, 934, 36)
(905, 973, 28)
(906, 951, 18)
(906, 979, 16)
(906, 952, 33)
(907, 962, 45)
(907, 936, 1)
(909, 987, 19)
(909, 941, 45)
(909, 915, 26)
(912, 937, 31)
(912, 963, 18)
(912, 923, 16)
(912, 991, 16)
(913, 976, 22)
(914, 964, 49)
(914, 954, 8)
(915, 938, 32)
(915, 954, 19)
(916, 973, 28)
(917, 984, 30)
(918, 921, 18)
(918, 928, 44)
(920, 921, 21)
(920, 988, 37)
(920, 939, 23)
(921, 973, 13)
(924, 964, 17)
(924, 931, 25)
(925, 999, 46)
(926, 978, 3)
(926, 965, 13)
(926, 960, 22)
(928, 949, 35)
(928, 989, 39)
(928, 970, 29)
(929, 998, 8)
(929, 997, 11)
(929, 979, 18)
(929, 934, 8)
(930, 993, 13)
(931, 959, 17)
(931, 955, 6)
(933, 968, 2)
(934, 939, 4)
(934, 998, 43)
(935, 999, 24)
(936, 938, 1)
(938, 987, 21)
(939, 993, 39)
(941, 982, 19)
(942, 969, 26)
(943, 976, 28)
(943, 993, 32)
(943, 978, 16)
(946, 998, 38)
(946, 975, 17)
(947, 987, 40)
(947, 974, 37)
(948, 991, 2)
(950, 980, 5)
(951, 990, 22)
(951, 995, 24)
(956, 987, 5)
(956, 974, 14)
(956, 999, 45)
(958, 973, 19)
(959, 991, 42)
(960, 977, 8)
(962, 977, 6)
(963, 971, 2)
(964, 965, 31)
(966, 985, 3)
(966, 979, 27)
(969, 990, 20)
(969, 988, 6)
(970, 996, 15)
(974, 990, 26)
(975, 996, 16)
(976, 983, 24)
(978, 988, 13)
(980, 996, 22)
(980, 990, 10)
(980, 982, 31)
(982, 990, 17)
(988, 991, 27)
(989, 990, 23)
